learning evaluation instances,evaluation time (cpu seconds),average chunk train time,average chunk train speed,average chunk test time,average chunk test speed,model cost (RAM-Hours),classified instances,Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Pool Size
16000.0,6.375,0.15625,6400.0,1.015625,984.6153846153846,0.0,15000.0,8.00567220602361,-3177.702702702695,-28.02850356294535,16000.0,0.0,25.0
17000.0,6.828125,0.234375,4266.666666666667,1.5625,640.0,0.0,16000.0,6.469755129705314,-3099.401197604794,-24.807288016818482,17000.0,0.0,25.0
18000.0,7.21875,0.234375,4266.666666666667,1.40625,711.1111111111111,0.0,17000.0,5.9936116227251315,-3334.705882352938,-30.538788285267128,18000.0,0.0,25.0
19000.0,7.578125,0.234375,4266.666666666667,1.015625,984.6153846153846,0.0,18000.0,6.942745493579578,-3675.287356321821,-38.49884039637361,19000.0,0.0,25.0
20000.0,7.90625,0.078125,12800.0,1.171875,853.3333333333334,0.0,19000.0,7.251758077375481,-3585.714285714298,-37.402703809914,20000.0,0.0,25.0
21000.0,8.3125,0.234375,4266.666666666667,1.25,800.0,0.0,20000.0,6.256182022087285,-3463.9999999999973,-34.439834024896285,21000.0,0.0,25.0
22000.0,8.703125,0.15625,6400.0,1.171875,853.3333333333334,0.0,21000.0,4.387559107164529,-3571.495327102802,-39.06194690265483,22000.0,0.0,25.0
23000.0,9.0,0.15625,6400.0,0.78125,1280.0,0.0,22000.0,5.97965458806162,-3443.8053097344964,-36.81243594123679,23000.0,0.0,25.0
24000.0,9.359375,0.15625,6400.0,1.25,800.0,0.0,23000.0,4.951417835421238,-3519.658119658122,-34.125098970704684,24000.0,0.0,25.0
25000.0,9.78125,0.234375,4266.666666666667,1.640625,609.5238095238095,0.0,24000.0,3.1257467307233786,-3693.7499999999973,-42.91320043949145,25000.0,0.0,25.0
26000.0,10.109375,0.15625,6400.0,1.09375,914.2857142857143,0.0,25000.0,3.966138770623409,-3693.7499999999786,-42.913200439491455,26000.0,0.0,25.0
27000.0,10.5,0.15625,6400.0,1.171875,853.3333333333334,0.0,26000.0,4.729046417841321,-3693.749999999986,-42.91320043949145,27000.0,0.0,25.0
28000.0,10.921875,0.15625,6400.0,1.484375,673.6842105263158,0.0,27000.0,5.424713553564773,-3693.7500000000227,-42.913200439491455,28000.0,0.0,25.0
29000.0,11.296875,0.15625,6400.0,1.171875,853.3333333333334,0.0,28000.0,6.061654543145813,-3693.7500000000036,-42.91320043949145,29000.0,0.0,25.0
30000.0,11.765625,0.234375,4266.666666666667,1.640625,609.5238095238095,0.0,29000.0,6.64700445530081,-3693.7500000000236,-42.913200439491455,30000.0,0.0,25.0
31000.0,12.15625,0.234375,4266.666666666667,1.171875,853.3333333333334,0.0,30000.0,4.750625853978773,-3772.480620155015,-37.67396996003857,31000.0,0.0,25.0
32000.0,12.546875,0.234375,4266.666666666667,1.171875,853.3333333333334,0.0,31000.0,6.443980222262639,-3735.164835164813,-33.5799948966573,32000.0,0.0,25.0
33000.0,12.890625,0.15625,6400.0,1.171875,853.3333333333334,0.0,32000.0,13.724020632827965,-3753.736654804287,-22.94504995458675,33000.0,0.0,25.0
34000.0,13.265625,0.15625,6400.0,1.328125,752.9411764705883,0.0,33000.0,16.386868593320855,-3722.847682119213,-19.463990066225186,34000.0,0.0,25.0
35000.0,13.609375,0.15625,6400.0,1.09375,914.2857142857143,0.0,34000.0,16.77092556878044,-3591.4634146341305,-19.952446998216757,35000.0,0.0,25.0
36000.0,13.859375,0.15625,6400.0,0.78125,1280.0,0.0,35000.0,14.883401447329497,-3778.1065088757587,-27.46013224426292,36000.0,0.0,25.0
37000.0,14.234375,0.15625,6400.0,1.171875,853.3333333333334,0.0,36000.0,14.803635198474357,-3770.348837209309,-26.920877025738793,37000.0,0.0,25.0
38000.0,14.578125,0.234375,4266.666666666667,0.9375,1066.6666666666667,0.0,37000.0,14.769261462365693,-3736.363636363648,-26.441947565543032,38000.0,0.0,25.0
39000.0,14.84375,0.0,Infinity,0.78125,1280.0,0.0,38000.0,15.025226908393266,-3759.659090909083,-27.209737827715376,39000.0,0.0,25.0
40000.0,15.15625,0.15625,6400.0,0.859375,1163.6363636363637,0.0,39000.0,15.527653988679942,-3759.65909090907,-27.209737827715347,40000.0,0.0,25.0
41000.0,15.625,0.234375,4266.666666666667,1.40625,711.1111111111111,0.0,40000.0,14.90884685310274,-3817.0391061452447,-26.140145722766935,41000.0,0.0,25.0
42000.0,15.953125,0.234375,4266.666666666667,0.859375,1163.6363636363637,0.0,41000.0,14.10825025487281,-3946.091644204848,-30.871839581516987,42000.0,0.0,25.0
43000.0,16.375,0.234375,4266.666666666667,1.171875,853.3333333333334,0.0,42000.0,14.612937101467754,-3915.4255319149024,-30.470100241963376,43000.0,0.0,25.0
44000.0,16.734375,0.15625,6400.0,1.171875,853.3333333333334,0.0,43000.0,15.057154279170955,-3915.425531914899,-30.47010024196335,44000.0,0.0,25.0
45000.0,17.1875,0.234375,4266.666666666667,1.5625,640.0,0.0,44000.0,15.010934325263007,-3913.3858267716605,-29.970250743731423,45000.0,0.0,25.0
46000.0,17.546875,0.3125,3200.0,1.09375,914.2857142857143,0.0,45000.0,14.896454494532332,-3907.216494845372,-29.588264710785133,46000.0,0.0,25.0
47000.0,17.90625,0.234375,4266.666666666667,1.015625,984.6153846153846,0.0,46000.0,13.316592823497714,-4112.820512820487,-34.1772151898734,47000.0,0.0,25.0
48000.0,18.296875,0.15625,6400.0,1.328125,752.9411764705883,0.0,47000.0,11.552133905887342,-4330.769230769215,-41.11882400979989,48000.0,0.0,25.0
49000.0,18.640625,0.078125,12800.0,1.09375,914.2857142857143,0.0,48000.0,11.973511931476084,-4330.769230769203,-41.1188240097999,49000.0,0.0,25.0
50000.0,19.140625,0.234375,4266.666666666667,1.875,533.3333333333334,0.0,49000.0,12.165985765308921,-4308.883248730949,-40.8154993514916,50000.0,0.0,25.0
51000.0,19.515625,0.3125,3200.0,1.171875,853.3333333333334,0.0,50000.0,11.547519031607905,-4276.039119804419,-39.143279172821224,51000.0,0.0,25.0
52000.0,19.765625,0.0,Infinity,0.78125,1280.0,0.0,51000.0,11.676019502288977,-4292.009685230009,-40.29700672905871,52000.0,0.0,25.0
53000.0,20.15625,0.15625,6400.0,1.328125,752.9411764705883,0.0,52000.0,11.240524238007177,-4274.764150943383,-39.05840017992353,53000.0,0.0,25.0
