,,,,,Hour-f1,Hour-f1,Hour-model_score,Hour-model_score,Hour-feature_score,Hour-feature_score,Hour-feature_increase,Hour-feature_increase,Daytime-f1,Daytime-f1,Daytime-model_score,Daytime-model_score,Daytime-feature_score,Daytime-feature_score,Daytime-feature_increase,Daytime-feature_increase,Week Day-f1,Week Day-f1,Week Day-model_score,Week Day-model_score,Week Day-feature_score,Week Day-feature_score,Week Day-feature_increase,Week Day-feature_increase,Weekend-f1,Weekend-f1,Weekend-model_score,Weekend-model_score,Weekend-feature_score,Weekend-feature_score,Weekend-feature_increase,Weekend-feature_increase
,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
feature_set,window,atp,css,csd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dynse-1-1,-1,-1,-1.0,-1.0,0.12854591568989515,0.01053003916785164,0.24311236506128797,0.00966815317639208,0.4280780971668772,0.0,-0.18496573210559022,0.00966815317639208,0.13683572398234345,0.010097226870443609,0.5819710652784539,0.06505719238753756,0.740158140808404,0.0,-0.15818707552994973,0.06505719238753752,0.22797789280748912,0.008079381440805987,0.26125817950151936,0.03669344475543958,0.162248615665074,0.0,0.09900956383644577,0.03669344475543955,0.19629686131267032,0.020474378902642604,0.5941446416889886,0.062036344049920526,0.7112602637427963,0.0,-0.11711562205380811,0.06203634404992053
fsmFalseFalse,1500,2000,0.1,0.005,0.2937677979884082,0.05249602778321202,0.2620926384209908,0.01841737218672262,0.4280905785062241,0.00010401057428305807,-0.16599794008523427,0.018420707869503544,0.3886700193670125,0.100380438351312,0.7278946462042464,0.04359929862008456,0.7401034044821156,0.00043328918140496495,-0.012208758277869823,0.0436131214517968,0.2558915001487479,0.019407111392414533,0.17163269482588372,0.03606034994473569,0.1621306015070161,0.0013917696468007186,0.009502093318867984,0.03638355576953394,0.417802365591993,0.08792835897343507,0.6898431893586912,0.057470494315696605,0.7112283949007778,0.0002475266017318681,-0.021385205542087112,0.057456232225178934
fsmTrueTrue,1500,2000,0.125,0.05,0.27182631678095626,0.04924052816751655,0.2570085082260586,0.017123442170445313,0.4280905785062241,0.00010401057428305807,-0.17108207028016628,0.017129118667189514,0.34638908169055177,0.09105848126759249,0.724577484886382,0.037182820028218294,0.7401034044821156,0.00043328918140496495,-0.015525919595733946,0.03717585093934187,0.253456428155458,0.019276766524885483,0.17419018930646427,0.04279208271111363,0.1621306015070161,0.0013917696468007186,0.01205958779944858,0.04293046536039615,0.38555833070944984,0.0792318085758139,0.6781437085479758,0.06509800345908577,0.7112283949007778,0.0002475266017318681,-0.033084686352802546,0.06512254671988627
